"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"KOR","Korea","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-10","Oct-2019",,,"0","Units",,,3.3,,
"KOR","Korea","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-11","Nov-2019",,,"0","Units",,,3.4,,
"KOR","Korea","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-12","Dec-2019",,,"0","Units",,,3.8,,
"KOR","Korea","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","M","Monthly","2020-01","Jan-2020",,,"0","Units",,,4.1,,
"KOR","Korea","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","M","Monthly","2020-02","Feb-2020",,,"0","Units",,,3.1,,
"KOR","Korea","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","M","Monthly","2020-03","Mar-2020",,,"0","Units",,,3.8,,
"KOR","Korea","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","M","Monthly","2020-04","Apr-2020",,,"0","Units",,,3.8,,
"KOR","Korea","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","M","Monthly","2020-05","May-2020",,,"0","Units",,,4.5,,
"KOR","Korea","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-04","Apr-2019",,,"0","Units",,,4.2,,
"KOR","Korea","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-05","May-2019",,,"0","Units",,,4.2,,
"KOR","Korea","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-06","Jun-2019",,,"0","Units",,,4.2,,
"KOR","Korea","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-07","Jul-2019",,,"0","Units",,,4.1,,
"KOR","Korea","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-08","Aug-2019",,,"0","Units",,,3.2,,
"KOR","Korea","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-09","Sep-2019",,,"0","Units",,,3.5,,
"KOR","Korea","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-10","Oct-2019",,,"0","Units",,,3.6,,
"KOR","Korea","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-11","Nov-2019",,,"0","Units",,,3.8,,
"KOR","Korea","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-12","Dec-2019",,,"0","Units",,,3.7,,
"KOR","Korea","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","M","Monthly","2020-01","Jan-2020",,,"0","Units",,,3.9,,
"KOR","Korea","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","M","Monthly","2020-02","Feb-2020",,,"0","Units",,,3.4,,
"KOR","Korea","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","M","Monthly","2020-03","Mar-2020",,,"0","Units",,,3.8,,
"KOR","Korea","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","M","Monthly","2020-04","Apr-2020",,,"0","Units",,,3.8,,
"KOR","Korea","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","M","Monthly","2020-05","May-2020",,,"0","Units",,,4.5,,
"KOR","Korea","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-04","Apr-2019",,,"0","Units",,,4,,
"KOR","Korea","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-05","May-2019",,,"0","Units",,,4,,
"KOR","Korea","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-06","Jun-2019",,,"0","Units",,,4,,
"KOR","Korea","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-07","Jul-2019",,,"0","Units",,,4,,
"KOR","Korea","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-08","Aug-2019",,,"0","Units",,,3.1,,
"KOR","Korea","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-09","Sep-2019",,,"0","Units",,,3.4,,
"KOR","Korea","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-10","Oct-2019",,,"0","Units",,,3.5,,
"KOR","Korea","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-11","Nov-2019",,,"0","Units",,,3.6,,
"KOR","Korea","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-12","Dec-2019",,,"0","Units",,,3.7,,
"KOR","Korea","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","M","Monthly","2020-01","Jan-2020",,,"0","Units",,,4,,
"KOR","Korea","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","M","Monthly","2020-02","Feb-2020",,,"0","Units",,,3.3,,
"KOR","Korea","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","M","Monthly","2020-03","Mar-2020",,,"0","Units",,,3.8,,
"KOR","Korea","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","M","Monthly","2020-04","Apr-2020",,,"0","Units",,,3.8,,
"KOR","Korea","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","M","Monthly","2020-05","May-2020",,,"0","Units",,,4.5,,
"LUX","Luxembourg","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-04","Apr-2019",,,"0","Units",,,5.6,,
"LUX","Luxembourg","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-05","May-2019",,,"0","Units",,,5.6,,
"LUX","Luxembourg","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-06","Jun-2019",,,"0","Units",,,5.7,,
"LUX","Luxembourg","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-07","Jul-2019",,,"0","Units",,,5.7,,
"LUX","Luxembourg","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-08","Aug-2019",,,"0","Units",,,5.7,,
"LUX","Luxembourg","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-09","Sep-2019",,,"0","Units",,,5.5,,
"LUX","Luxembourg","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-10","Oct-2019",,,"0","Units",,,5.5,,
"LUX","Luxembourg","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-11","Nov-2019",,,"0","Units",,,5.5,,
"LUX","Luxembourg","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-12","Dec-2019",,,"0","Units",,,5.6,,
"LUX","Luxembourg","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","M","Monthly","2020-01","Jan-2020",,,"0","Units",,,5.7,,
"LUX","Luxembourg","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","M","Monthly","2020-02","Feb-2020",,,"0","Units",,,5.8,,
"LUX","Luxembourg","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","M","Monthly","2020-03","Mar-2020",,,"0","Units",,,6.2,,
"LUX","Luxembourg","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","M","Monthly","2020-04","Apr-2020",,,"0","Units",,,7.2,,
"LUX","Luxembourg","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-04","Apr-2019",,,"0","Units",,,5.7,,
"LUX","Luxembourg","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-05","May-2019",,,"0","Units",,,5.7,,
"LUX","Luxembourg","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-06","Jun-2019",,,"0","Units",,,5.8,,
"LUX","Luxembourg","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-07","Jul-2019",,,"0","Units",,,5.7,,
"LUX","Luxembourg","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-08","Aug-2019",,,"0","Units",,,5.7,,
"LUX","Luxembourg","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-09","Sep-2019",,,"0","Units",,,5.5,,
"LUX","Luxembourg","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-10","Oct-2019",,,"0","Units",,,5.5,,
"LUX","Luxembourg","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-11","Nov-2019",,,"0","Units",,,5.6,,
"LUX","Luxembourg","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-12","Dec-2019",,,"0","Units",,,5.6,,
"LUX","Luxembourg","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","M","Monthly","2020-01","Jan-2020",,,"0","Units",,,5.7,,
"LUX","Luxembourg","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","M","Monthly","2020-02","Feb-2020",,,"0","Units",,,5.8,,
"LUX","Luxembourg","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","M","Monthly","2020-03","Mar-2020",,,"0","Units",,,6.8,,
"LUX","Luxembourg","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","M","Monthly","2020-04","Apr-2020",,,"0","Units",,,7.7,,
"LUX","Luxembourg","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-04","Apr-2019",,,"0","Units",,,5.7,,
"LUX","Luxembourg","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-05","May-2019",,,"0","Units",,,5.7,,
"LUX","Luxembourg","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-06","Jun-2019",,,"0","Units",,,5.7,,
"LUX","Luxembourg","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-07","Jul-2019",,,"0","Units",,,5.7,,
"LUX","Luxembourg","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-08","Aug-2019",,,"0","Units",,,5.7,,
"LUX","Luxembourg","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-09","Sep-2019",,,"0","Units",,,5.5,,
"LUX","Luxembourg","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-10","Oct-2019",,,"0","Units",,,5.5,,
"LUX","Luxembourg","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-11","Nov-2019",,,"0","Units",,,5.6,,
"LUX","Luxembourg","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-12","Dec-2019",,,"0","Units",,,5.6,,
"LUX","Luxembourg","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","M","Monthly","2020-01","Jan-2020",,,"0","Units",,,5.7,,
"LUX","Luxembourg","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","M","Monthly","2020-02","Feb-2020",,,"0","Units",,,5.8,,
"LUX","Luxembourg","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","M","Monthly","2020-03","Mar-2020",,,"0","Units",,,6.6,,
"LUX","Luxembourg","LRHUTTTT","Harmonised unemployment rate (monthly), Total, All persons","STSA","Level, rate or quantity series, s.a.","M","Monthly","2020-04","Apr-2020",,,"0","Units",,,7.5,,
"MEX","Mexico","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-04","Apr-2019",,,"0","Units",,,3.659261,,
"MEX","Mexico","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-05","May-2019",,,"0","Units",,,3.651855,,
"MEX","Mexico","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-06","Jun-2019",,,"0","Units",,,3.62125,,
"MEX","Mexico","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-07","Jul-2019",,,"0","Units",,,3.714814,,
"MEX","Mexico","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-08","Aug-2019",,,"0","Units",,,3.282589,,
"MEX","Mexico","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-09","Sep-2019",,,"0","Units",,,3.492173,,
"MEX","Mexico","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-10","Oct-2019",,,"0","Units",,,3.529339,,
"MEX","Mexico","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-11","Nov-2019",,,"0","Units",,,3.657644,,
"MEX","Mexico","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-12","Dec-2019",,,"0","Units",,,3.19768,,
"MEX","Mexico","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","M","Monthly","2020-01","Jan-2020",,,"0","Units",,,3.84748,,
"MEX","Mexico","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","M","Monthly","2020-02","Feb-2020",,,"0","Units",,,3.616591,,
"MEX","Mexico","LRHUTTFE","Harmonised unemployment rate (monthly), Total, Females","STSA","Level, rate or quantity series, s.a.","M","Monthly","2020-03","Mar-2020",,,"0","Units",,,3.324255,,
"MEX","Mexico","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-04","Apr-2019",,,"0","Units",,,3.426097,,
"MEX","Mexico","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-05","May-2019",,,"0","Units",,,3.468936,,
"MEX","Mexico","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-06","Jun-2019",,,"0","Units",,,3.570968,,
"MEX","Mexico","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-07","Jul-2019",,,"0","Units",,,3.402073,,
"MEX","Mexico","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-08","Aug-2019",,,"0","Units",,,3.716151,,
"MEX","Mexico","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-09","Sep-2019",,,"0","Units",,,3.586197,,
"MEX","Mexico","LRHUTTMA","Harmonised unemployment rate (monthly), Total, Males","STSA","Level, rate or quantity series, s.a.","M","Monthly","2019-10","Oct-2019",,,"0","Units",,,3.621775,,
